,Date,price,day1,day2,day3,day4,day5,day6,day7,day8,day9,day10
1947,1/11/17,820.75,783.46,808.51,826.98,816.59,828.25,878.62,879.11,895.0,893.82,916.08
1948,1/12/17,783.46,808.51,826.98,816.59,828.25,878.62,879.11,895.0,893.82,916.08,916.63
1949,1/13/17,808.51,826.98,816.59,828.25,878.62,879.11,895.0,893.82,916.08,916.63,920.25
1950,1/14/17,826.98,816.59,828.25,878.62,879.11,895.0,893.82,916.08,916.63,920.25,903.34
1951,1/15/17,816.59,828.25,878.62,879.11,895.0,893.82,916.08,916.63,920.25,903.34,893.11
1952,1/16/17,828.25,878.62,879.11,895.0,893.82,916.08,916.63,920.25,903.34,893.11,907.69
1953,1/17/17,878.62,879.11,895.0,893.82,916.08,916.63,920.25,903.34,893.11,907.69,917.86
1954,1/18/17,879.11,895.0,893.82,916.08,916.63,920.25,903.34,893.11,907.69,917.86,917.53
1955,1/19/17,895.0,893.82,916.08,916.63,920.25,903.34,893.11,907.69,917.86,917.53,915.29
1956,1/20/17,893.82,916.08,916.63,920.25,903.34,893.11,907.69,917.86,917.53,915.29,917.94
1957,1/21/17,916.08,916.63,920.25,903.34,893.11,907.69,917.86,917.53,915.29,917.94,949.19
1958,1/22/17,916.63,920.25,903.34,893.11,907.69,917.86,917.53,915.29,917.94,949.19,970.4
1959,1/23/17,920.25,903.34,893.11,907.69,917.86,917.53,915.29,917.94,949.19,970.4,994.32
1960,1/24/17,903.34,893.11,907.69,917.86,917.53,915.29,917.94,949.19,970.4,994.32,1009.32
1961,1/25/17,893.11,907.69,917.86,917.53,915.29,917.94,949.19,970.4,994.32,1009.32,1022.99
1962,1/26/17,907.69,917.86,917.53,915.29,917.94,949.19,970.4,994.32,1009.32,1022.99,1015.96
1963,1/27/17,917.86,917.53,915.29,917.94,949.19,970.4,994.32,1009.32,1022.99,1015.96,1021.23
1964,1/28/17,917.53,915.29,917.94,949.19,970.4,994.32,1009.32,1022.99,1015.96,1021.23,1043.5
1965,1/29/17,915.29,917.94,949.19,970.4,994.32,1009.32,1022.99,1015.96,1021.23,1043.5,1045.63
1966,1/30/17,917.94,949.19,970.4,994.32,1009.32,1022.99,1015.96,1021.23,1043.5,1045.63,996.61
1967,1/31/17,949.19,970.4,994.32,1009.32,1022.99,1015.96,1021.23,1043.5,1045.63,996.61,977.66
1968,2/1/17,970.4,994.32,1009.32,1022.99,1015.96,1021.23,1043.5,1045.63,996.61,977.66,1008.19
1969,2/2/17,994.32,1009.32,1022.99,1015.96,1021.23,1043.5,1045.63,996.61,977.66,1008.19,1002.34
1970,2/3/17,1009.32,1022.99,1015.96,1021.23,1043.5,1045.63,996.61,977.66,1008.19,1002.34,994.47
1971,2/4/17,1022.99,1015.96,1021.23,1043.5,1045.63,996.61,977.66,1008.19,1002.34,994.47,1006.66
1972,2/5/17,1015.96,1021.23,1043.5,1045.63,996.61,977.66,1008.19,1002.34,994.47,1006.66,1009.09
1973,2/6/17,1021.23,1043.5,1045.63,996.61,977.66,1008.19,1002.34,994.47,1006.66,1009.09,1029.04
1974,2/7/17,1043.5,1045.63,996.61,977.66,1008.19,1002.34,994.47,1006.66,1009.09,1029.04,1049.51
1975,2/8/17,1045.63,996.61,977.66,1008.19,1002.34,994.47,1006.66,1009.09,1029.04,1049.51,1060.53
1976,2/9/17,996.61,977.66,1008.19,1002.34,994.47,1006.66,1009.09,1029.04,1049.51,1060.53,1051.93
1977,2/10/17,977.66,1008.19,1002.34,994.47,1006.66,1009.09,1029.04,1049.51,1060.53,1051.93,1065.03
1978,2/11/17,1008.19,1002.34,994.47,1006.66,1009.09,1029.04,1049.51,1060.53,1051.93,1065.03,1104.6
1979,2/12/17,1002.34,994.47,1006.66,1009.09,1029.04,1049.51,1060.53,1051.93,1065.03,1104.6,1126.24
1980,2/13/17,994.47,1006.66,1009.09,1029.04,1049.51,1060.53,1051.93,1065.03,1104.6,1126.24,1153.56
1981,2/14/17,1006.66,1009.09,1029.04,1049.51,1060.53,1051.93,1065.03,1104.6,1126.24,1153.56,1174.77
1982,2/15/17,1009.09,1029.04,1049.51,1060.53,1051.93,1065.03,1104.6,1126.24,1153.56,1174.77,1158.37
1983,2/16/17,1029.04,1049.51,1060.53,1051.93,1065.03,1104.6,1126.24,1153.56,1174.77,1158.37,1167.15
1984,2/17/17,1049.51,1060.53,1051.93,1065.03,1104.6,1126.24,1153.56,1174.77,1158.37,1167.15,1187.58
1985,2/18/17,1060.53,1051.93,1065.03,1104.6,1126.24,1153.56,1174.77,1158.37,1167.15,1187.58,1192.35
1986,2/19/17,1051.93,1065.03,1104.6,1126.24,1153.56,1174.77,1158.37,1167.15,1187.58,1192.35,1210.05
1987,2/20/17,1065.03,1104.6,1126.24,1153.56,1174.77,1158.37,1167.15,1187.58,1192.35,1210.05,1246.92
1988,2/21/17,1104.6,1126.24,1153.56,1174.77,1158.37,1167.15,1187.58,1192.35,1210.05,1246.92,1274.36
1989,2/22/17,1126.24,1153.56,1174.77,1158.37,1167.15,1187.58,1192.35,1210.05,1246.92,1274.36,1259.81
1990,2/23/17,1153.56,1174.77,1158.37,1167.15,1187.58,1192.35,1210.05,1246.92,1274.36,1259.81,1258.92
1991,2/24/17,1174.77,1158.37,1167.15,1187.58,1192.35,1210.05,1246.92,1274.36,1259.81,1258.92,1275.58
1992,2/25/17,1158.37,1167.15,1187.58,1192.35,1210.05,1246.92,1274.36,1259.81,1258.92,1275.58,1237.9
1993,2/26/17,1167.15,1187.58,1192.35,1210.05,1246.92,1274.36,1259.81,1258.92,1275.58,1237.9,1187.03
1994,2/27/17,1187.58,1192.35,1210.05,1246.92,1274.36,1259.81,1258.92,1275.58,1237.9,1187.03,1178.33
1995,2/28/17,1192.35,1210.05,1246.92,1274.36,1259.81,1258.92,1275.58,1237.9,1187.03,1178.33,1160.23
1996,3/1/17,1210.05,1246.92,1274.36,1259.81,1258.92,1275.58,1237.9,1187.03,1178.33,1160.23,1160.95
1997,3/2/17,1246.92,1274.36,1259.81,1258.92,1275.58,1237.9,1187.03,1178.33,1160.23,1160.95,1208.74
1998,3/3/17,1274.36,1259.81,1258.92,1275.58,1237.9,1187.03,1178.33,1160.23,1160.95,1208.74,1235.25
1999,3/4/17,1259.81,1258.92,1275.58,1237.9,1187.03,1178.33,1160.23,1160.95,1208.74,1235.25,1245.58
2000,3/5/17,1258.92,1275.58,1237.9,1187.03,1178.33,1160.23,1160.95,1208.74,1235.25,1245.58,1251.96
2001,3/6/17,1275.58,1237.9,1187.03,1178.33,1160.23,1160.95,1208.74,1235.25,1245.58,1251.96,1197.99
2002,3/7/17,1237.9,1187.03,1178.33,1160.23,1160.95,1208.74,1235.25,1245.58,1251.96,1197.99,1120.12
2003,3/8/17,1187.03,1178.33,1160.23,1160.95,1208.74,1235.25,1245.58,1251.96,1197.99,1120.12,1011.89
2004,3/9/17,1178.33,1160.23,1160.95,1208.74,1235.25,1245.58,1251.96,1197.99,1120.12,1011.89,1010.79
2005,3/10/17,1160.23,1160.95,1208.74,1235.25,1245.58,1251.96,1197.99,1120.12,1011.89,1010.79,1035.58
2006,3/11/17,1160.95,1208.74,1235.25,1245.58,1251.96,1197.99,1120.12,1011.89,1010.79,1035.58,1084.72
2007,3/12/17,1208.74,1235.25,1245.58,1251.96,1197.99,1120.12,1011.89,1010.79,1035.58,1084.72,1037.17
2008,3/13/17,1235.25,1245.58,1251.96,1197.99,1120.12,1011.89,1010.79,1035.58,1084.72,1037.17,1036.78
2009,3/14/17,1245.58,1251.96,1197.99,1120.12,1011.89,1010.79,1035.58,1084.72,1037.17,1036.78,976.65
2010,3/15/17,1251.96,1197.99,1120.12,1011.89,1010.79,1035.58,1084.72,1037.17,1036.78,976.65,923.17
2011,3/16/17,1197.99,1120.12,1011.89,1010.79,1035.58,1084.72,1037.17,1036.78,976.65,923.17,970.09
2012,3/17/17,1120.12,1011.89,1010.79,1035.58,1084.72,1037.17,1036.78,976.65,923.17,970.09,1007.68
2013,3/18/17,1011.89,1010.79,1035.58,1084.72,1037.17,1036.78,976.65,923.17,970.09,1007.68,1046.4
2014,3/19/17,1010.79,1035.58,1084.72,1037.17,1036.78,976.65,923.17,970.09,1007.68,1046.4,1031.58
2015,3/20/17,1035.58,1084.72,1037.17,1036.78,976.65,923.17,970.09,1007.68,1046.4,1031.58,1031.69
2016,3/21/17,1084.72,1037.17,1036.78,976.65,923.17,970.09,1007.68,1046.4,1031.58,1031.69,1054.11
2017,3/22/17,1037.17,1036.78,976.65,923.17,970.09,1007.68,1046.4,1031.58,1031.69,1054.11,1078.36
2018,3/23/17,1036.78,976.65,923.17,970.09,1007.68,1046.4,1031.58,1031.69,1054.11,1078.36,1083.09
2019,3/24/17,976.65,923.17,970.09,1007.68,1046.4,1031.58,1031.69,1054.11,1078.36,1083.09,1127.36
2020,3/25/17,923.17,970.09,1007.68,1046.4,1031.58,1031.69,1054.11,1078.36,1083.09,1127.36,1141.62
2021,3/26/17,970.09,1007.68,1046.4,1031.58,1031.69,1054.11,1078.36,1083.09,1127.36,1141.62,1127.15
2022,3/27/17,1007.68,1046.4,1031.58,1031.69,1054.11,1078.36,1083.09,1127.36,1141.62,1127.15,1170.38
2023,3/28/17,1046.4,1031.58,1031.69,1054.11,1078.36,1083.09,1127.36,1141.62,1127.15,1170.38,1190.16
2024,3/29/17,1031.58,1031.69,1054.11,1078.36,1083.09,1127.36,1141.62,1127.15,1170.38,1190.16,1185.04
2025,3/30/17,1031.69,1054.11,1078.36,1083.09,1127.36,1141.62,1127.15,1170.38,1190.16,1185.04,1196.69
2026,3/31/17,1054.11,1078.36,1083.09,1127.36,1141.62,1127.15,1170.38,1190.16,1185.04,1196.69,1207.78
2027,4/1/17,1078.36,1083.09,1127.36,1141.62,1127.15,1170.38,1190.16,1185.04,1196.69,1207.78,1212.77
2028,4/2/17,1083.09,1127.36,1141.62,1127.15,1170.38,1190.16,1185.04,1196.69,1207.78,1212.77,1215.72
2029,4/3/17,1127.36,1141.62,1127.15,1170.38,1190.16,1185.04,1196.69,1207.78,1212.77,1215.72,1178.76
2030,4/4/17,1141.62,1127.15,1170.38,1190.16,1185.04,1196.69,1207.78,1212.77,1215.72,1178.76,1166.19
2031,4/5/17,1127.15,1170.38,1190.16,1185.04,1196.69,1207.78,1212.77,1215.72,1178.76,1166.19,1179.34
2032,4/6/17,1170.38,1190.16,1185.04,1196.69,1207.78,1212.77,1215.72,1178.76,1166.19,1179.34,1161.7
2033,4/7/17,1190.16,1185.04,1196.69,1207.78,1212.77,1215.72,1178.76,1166.19,1179.34,1161.7,1179.8
2034,4/8/17,1185.04,1196.69,1207.78,1212.77,1215.72,1178.76,1166.19,1179.34,1161.7,1179.8,1203.58
2035,4/9/17,1196.69,1207.78,1212.77,1215.72,1178.76,1166.19,1179.34,1161.7,1179.8,1203.58,1198.69
2036,4/10/17,1207.78,1212.77,1215.72,1178.76,1166.19,1179.34,1161.7,1179.8,1203.58,1198.69,1222.57
2037,4/11/17,1212.77,1215.72,1178.76,1166.19,1179.34,1161.7,1179.8,1203.58,1198.69,1222.57,1241.65
2038,4/12/17,1215.72,1178.76,1166.19,1179.34,1161.7,1179.8,1203.58,1198.69,1222.57,1241.65,1228.52
2039,4/13/17,1178.76,1166.19,1179.34,1161.7,1179.8,1203.58,1198.69,1222.57,1241.65,1228.52,1236.21
2040,4/14/17,1166.19,1179.34,1161.7,1179.8,1203.58,1198.69,1222.57,1241.65,1228.52,1236.21,1242.67
2041,4/15/17,1179.34,1161.7,1179.8,1203.58,1198.69,1222.57,1241.65,1228.52,1236.21,1242.67,1266.96
2042,4/16/17,1161.7,1179.8,1203.58,1198.69,1222.57,1241.65,1228.52,1236.21,1242.67,1266.96,1293.83
2043,4/17/17,1179.8,1203.58,1198.69,1222.57,1241.65,1228.52,1236.21,1242.67,1266.96,1293.83,1320.85
2044,4/18/17,1203.58,1198.69,1222.57,1241.65,1228.52,1236.21,1242.67,1266.96,1293.83,1320.85,1321.61
2045,4/19/17,1198.69,1222.57,1241.65,1228.52,1236.21,1242.67,1266.96,1293.83,1320.85,1321.61,1330.66
2046,4/20/17,1222.57,1241.65,1228.52,1236.21,1242.67,1266.96,1293.83,1320.85,1321.61,1330.66,1334.38
2047,4/21/17,1241.65,1228.52,1236.21,1242.67,1266.96,1293.83,1320.85,1321.61,1330.66,1334.38,1385.7
2048,4/22/17,1228.52,1236.21,1242.67,1266.96,1293.83,1320.85,1321.61,1330.66,1334.38,1385.7,1438.93
2049,4/23/17,1236.21,1242.67,1266.96,1293.83,1320.85,1321.61,1330.66,1334.38,1385.7,1438.93,1478.69
2050,4/24/17,1242.67,1266.96,1293.83,1320.85,1321.61,1330.66,1334.38,1385.7,1438.93,1478.69,1540.55
2051,4/25/17,1266.96,1293.83,1320.85,1321.61,1330.66,1334.38,1385.7,1438.93,1478.69,1540.55,1554.61
2052,4/26/17,1293.83,1320.85,1321.61,1330.66,1334.38,1385.7,1438.93,1478.69,1540.55,1554.61,1541.43
2053,4/27/17,1320.85,1321.61,1330.66,1334.38,1385.7,1438.93,1478.69,1540.55,1554.61,1541.43,1540.16
2054,4/28/17,1321.61,1330.66,1334.38,1385.7,1438.93,1478.69,1540.55,1554.61,1541.43,1540.16,1591.3
2055,4/29/17,1330.66,1334.38,1385.7,1438.93,1478.69,1540.55,1554.61,1541.43,1540.16,1591.3,1710.02
2056,4/30/17,1334.38,1385.7,1438.93,1478.69,1540.55,1554.61,1541.43,1540.16,1591.3,1710.02,1748.5
2057,5/1/17,1385.7,1438.93,1478.69,1540.55,1554.61,1541.43,1540.16,1591.3,1710.02,1748.5,1831.54
2058,5/2/17,1438.93,1478.69,1540.55,1554.61,1541.43,1540.16,1591.3,1710.02,1748.5,1831.54,1749.79
2059,5/3/17,1478.69,1540.55,1554.61,1541.43,1540.16,1591.3,1710.02,1748.5,1831.54,1749.79,1689.79
2060,5/4/17,1540.55,1554.61,1541.43,1540.16,1591.3,1710.02,1748.5,1831.54,1749.79,1689.79,1782.44
2061,5/5/17,1554.61,1541.43,1540.16,1591.3,1710.02,1748.5,1831.54,1749.79,1689.79,1782.44,1723.51
2062,5/6/17,1541.43,1540.16,1591.3,1710.02,1748.5,1831.54,1749.79,1689.79,1782.44,1723.51,1706.85
2063,5/7/17,1540.16,1591.3,1710.02,1748.5,1831.54,1749.79,1689.79,1782.44,1723.51,1706.85,1775.47
2064,5/8/17,1591.3,1710.02,1748.5,1831.54,1749.79,1689.79,1782.44,1723.51,1706.85,1775.47,1826.61
2065,5/9/17,1710.02,1748.5,1831.54,1749.79,1689.79,1782.44,1723.51,1706.85,1775.47,1826.61,1927.05
2066,5/10/17,1748.5,1831.54,1749.79,1689.79,1782.44,1723.51,1706.85,1775.47,1826.61,1927.05,1969.83
2067,5/11/17,1831.54,1749.79,1689.79,1782.44,1723.51,1706.85,1775.47,1826.61,1927.05,1969.83,2020.04
2068,5/12/17,1749.79,1689.79,1782.44,1723.51,1706.85,1775.47,1826.61,1927.05,1969.83,2020.04,2113.72
2069,5/13/17,1689.79,1782.44,1723.51,1706.85,1775.47,1826.61,1927.05,1969.83,2020.04,2113.72,2202.42
2070,5/14/17,1782.44,1723.51,1706.85,1775.47,1826.61,1927.05,1969.83,2020.04,2113.72,2202.42,2383.53
2071,5/15/17,1723.51,1706.85,1775.47,1826.61,1927.05,1969.83,2020.04,2113.72,2202.42,2383.53,2518.72
2072,5/16/17,1706.85,1775.47,1826.61,1927.05,1969.83,2020.04,2113.72,2202.42,2383.53,2518.72,2346.41
2073,5/17/17,1775.47,1826.61,1927.05,1969.83,2020.04,2113.72,2202.42,2383.53,2518.72,2346.41,2064.12
2074,5/18/17,1826.61,1927.05,1969.83,2020.04,2113.72,2202.42,2383.53,2518.72,2346.41,2064.12,2188.92
2075,5/19/17,1927.05,1969.83,2020.04,2113.72,2202.42,2383.53,2518.72,2346.41,2064.12,2188.92,2257.02
2076,5/20/17,1969.83,2020.04,2113.72,2202.42,2383.53,2518.72,2346.41,2064.12,2188.92,2257.02,2263.3
2077,5/21/17,2020.04,2113.72,2202.42,2383.53,2518.72,2346.41,2064.12,2188.92,2257.02,2263.3,2264.38
2078,5/22/17,2113.72,2202.42,2383.53,2518.72,2346.41,2064.12,2188.92,2257.02,2263.3,2264.38,2390.57
2079,5/23/17,2202.42,2383.53,2518.72,2346.41,2064.12,2188.92,2257.02,2263.3,2264.38,2390.57,2428.74
2080,5/24/17,2383.53,2518.72,2346.41,2064.12,2188.92,2257.02,2263.3,2264.38,2390.57,2428.74,2524.85
2081,5/25/17,2518.72,2346.41,2064.12,2188.92,2257.02,2263.3,2264.38,2390.57,2428.74,2524.85,2521.73
2082,5/26/17,2346.41,2064.12,2188.92,2257.02,2263.3,2264.38,2390.57,2428.74,2524.85,2521.73,2611.74
2083,5/27/17,2064.12,2188.92,2257.02,2263.3,2264.38,2390.57,2428.74,2524.85,2521.73,2611.74,2818.78
2084,5/28/17,2188.92,2257.02,2263.3,2264.38,2390.57,2428.74,2524.85,2521.73,2611.74,2818.78,2782.18
2085,5/29/17,2257.02,2263.3,2264.38,2390.57,2428.74,2524.85,2521.73,2611.74,2818.78,2782.18,2749.14
2086,5/30/17,2263.3,2264.38,2390.57,2428.74,2524.85,2521.73,2611.74,2818.78,2782.18,2749.14,2824.82
2087,5/31/17,2264.38,2390.57,2428.74,2524.85,2521.73,2611.74,2818.78,2782.18,2749.14,2824.82,2859.77
2088,6/1/17,2390.57,2428.74,2524.85,2521.73,2611.74,2818.78,2782.18,2749.14,2824.82,2859.77,2911.89
2089,6/2/17,2428.74,2524.85,2521.73,2611.74,2818.78,2782.18,2749.14,2824.82,2859.77,2911.89,2720.77
2090,6/3/17,2524.85,2521.73,2611.74,2818.78,2782.18,2749.14,2824.82,2859.77,2911.89,2720.77,2716.76
2091,6/4/17,2521.73,2611.74,2818.78,2782.18,2749.14,2824.82,2859.77,2911.89,2720.77,2716.76,2582.02
2092,6/5/17,2611.74,2818.78,2782.18,2749.14,2824.82,2859.77,2911.89,2720.77,2716.76,2582.02,2311.58
2093,6/6/17,2818.78,2782.18,2749.14,2824.82,2859.77,2911.89,2720.77,2716.76,2582.02,2311.58,2451.15
2094,6/7/17,2782.18,2749.14,2824.82,2859.77,2911.89,2720.77,2716.76,2582.02,2311.58,2451.15,2563.93
2095,6/8/17,2749.14,2824.82,2859.77,2911.89,2720.77,2716.76,2582.02,2311.58,2451.15,2563.93,2549.14
2096,6/9/17,2824.82,2859.77,2911.89,2720.77,2716.76,2582.02,2311.58,2451.15,2563.93,2549.14,2555.36
2097,6/10/17,2859.77,2911.89,2720.77,2716.76,2582.02,2311.58,2451.15,2563.93,2549.14,2555.36,2676.75
2098,6/11/17,2911.89,2720.77,2716.76,2582.02,2311.58,2451.15,2563.93,2549.14,2555.36,2676.75,2698.65
2099,6/12/17,2720.77,2716.76,2582.02,2311.58,2451.15,2563.93,2549.14,2555.36,2676.75,2698.65,2682.89
2100,6/13/17,2716.76,2582.02,2311.58,2451.15,2563.93,2549.14,2555.36,2676.75,2698.65,2682.89,2714.62
2101,6/14/17,2582.02,2311.58,2451.15,2563.93,2549.14,2555.36,2676.75,2698.65,2682.89,2714.62,2619.0
2102,6/15/17,2311.58,2451.15,2563.93,2549.14,2555.36,2676.75,2698.65,2682.89,2714.62,2619.0,2538.78
2103,6/16/17,2451.15,2563.93,2549.14,2555.36,2676.75,2698.65,2682.89,2714.62,2619.0,2538.78,2448.42
2104,6/17/17,2563.93,2549.14,2555.36,2676.75,2698.65,2682.89,2714.62,2619.0,2538.78,2448.42,2392.87
2105,6/18/17,2549.14,2555.36,2676.75,2698.65,2682.89,2714.62,2619.0,2538.78,2448.42,2392.87,2534.19
2106,6/19/17,2555.36,2676.75,2698.65,2682.89,2714.62,2619.0,2538.78,2448.42,2392.87,2534.19,2556.32
2107,6/20/17,2676.75,2698.65,2682.89,2714.62,2619.0,2538.78,2448.42,2392.87,2534.19,2556.32,2518.28
2108,6/21/17,2698.65,2682.89,2714.62,2619.0,2538.78,2448.42,2392.87,2534.19,2556.32,2518.28,2447.76
2109,6/22/17,2682.89,2714.62,2619.0,2538.78,2448.42,2392.87,2534.19,2556.32,2518.28,2447.76,2445.67
2110,6/23/17,2714.62,2619.0,2538.78,2448.42,2392.87,2534.19,2556.32,2518.28,2447.76,2445.67,2535.76
2111,6/24/17,2619.0,2538.78,2448.42,2392.87,2534.19,2556.32,2518.28,2447.76,2445.67,2535.76,2598.38
2112,6/25/17,2538.78,2448.42,2392.87,2534.19,2556.32,2518.28,2447.76,2445.67,2535.76,2598.38,2568.3
2113,6/26/17,2448.42,2392.87,2534.19,2556.32,2518.28,2447.76,2445.67,2535.76,2598.38,2568.3,2583.35
2114,6/27/17,2392.87,2534.19,2556.32,2518.28,2447.76,2445.67,2535.76,2598.38,2568.3,2583.35,2531.18
2115,6/28/17,2534.19,2556.32,2518.28,2447.76,2445.67,2535.76,2598.38,2568.3,2583.35,2531.18,2512.9
2116,6/29/17,2556.32,2518.28,2447.76,2445.67,2535.76,2598.38,2568.3,2583.35,2531.18,2512.9,2534.48
2117,6/30/17,2518.28,2447.76,2445.67,2535.76,2598.38,2568.3,2583.35,2531.18,2512.9,2534.48,2408.07
2118,7/1/17,2447.76,2445.67,2535.76,2598.38,2568.3,2583.35,2531.18,2512.9,2534.48,2408.07,2340.37
2119,7/2/17,2445.67,2535.76,2598.38,2568.3,2583.35,2531.18,2512.9,2534.48,2408.07,2340.37,2348.44
2120,7/3/17,2535.76,2598.38,2568.3,2583.35,2531.18,2512.9,2534.48,2408.07,2340.37,2348.44,2367.53
2121,7/4/17,2598.38,2568.3,2583.35,2531.18,2512.9,2534.48,2408.07,2340.37,2348.44,2367.53,2237.63
2122,7/5/17,2568.3,2583.35,2531.18,2512.9,2534.48,2408.07,2340.37,2348.44,2367.53,2237.63,2058.01
2123,7/6/17,2583.35,2531.18,2512.9,2534.48,2408.07,2340.37,2348.44,2367.53,2237.63,2058.01,1917.27
2124,7/7/17,2531.18,2512.9,2534.48,2408.07,2340.37,2348.44,2367.53,2237.63,2058.01,1917.27,2081.68
2125,7/8/17,2512.9,2534.48,2408.07,2340.37,2348.44,2367.53,2237.63,2058.01,1917.27,2081.68,2288.64
2126,7/9/17,2534.48,2408.07,2340.37,2348.44,2367.53,2237.63,2058.01,1917.27,2081.68,2288.64,2307.39
2127,7/10/17,2408.07,2340.37,2348.44,2367.53,2237.63,2058.01,1917.27,2081.68,2288.64,2307.39,2594.03
2128,7/11/17,2340.37,2348.44,2367.53,2237.63,2058.01,1917.27,2081.68,2288.64,2307.39,2594.03,2724.18
2129,7/12/17,2348.44,2367.53,2237.63,2058.01,1917.27,2081.68,2288.64,2307.39,2594.03,2724.18,2792.99
2130,7/13/17,2367.53,2237.63,2058.01,1917.27,2081.68,2288.64,2307.39,2594.03,2724.18,2792.99,2755.03
2131,7/14/17,2237.63,2058.01,1917.27,2081.68,2288.64,2307.39,2594.03,2724.18,2792.99,2755.03,2755.74
2132,7/15/17,2058.01,1917.27,2081.68,2288.64,2307.39,2594.03,2724.18,2792.99,2755.03,2755.74,2584.61
2133,7/16/17,1917.27,2081.68,2288.64,2307.39,2594.03,2724.18,2792.99,2755.03,2755.74,2584.61,2489.12
2134,7/17/17,2081.68,2288.64,2307.39,2594.03,2724.18,2792.99,2755.03,2755.74,2584.61,2489.12,2576.5
2135,7/18/17,2288.64,2307.39,2594.03,2724.18,2792.99,2755.03,2755.74,2584.61,2489.12,2576.5,2748.91
2136,7/19/17,2307.39,2594.03,2724.18,2792.99,2755.03,2755.74,2584.61,2489.12,2576.5,2748.91,2704.43
2137,7/20/17,2594.03,2724.18,2792.99,2755.03,2755.74,2584.61,2489.12,2576.5,2748.91,2704.43,2670.85
2138,7/21/17,2724.18,2792.99,2755.03,2755.74,2584.61,2489.12,2576.5,2748.91,2704.43,2670.85,2769.15
2139,7/22/17,2792.99,2755.03,2755.74,2584.61,2489.12,2576.5,2748.91,2704.43,2670.85,2769.15,2740.33
2140,7/23/17,2755.03,2755.74,2584.61,2489.12,2576.5,2748.91,2704.43,2670.85,2769.15,2740.33,2709.19
2141,7/24/17,2755.74,2584.61,2489.12,2576.5,2748.91,2704.43,2670.85,2769.15,2740.33,2709.19,2754.79
2142,7/25/17,2584.61,2489.12,2576.5,2748.91,2704.43,2670.85,2769.15,2740.33,2709.19,2754.79,2835.33
2143,7/26/17,2489.12,2576.5,2748.91,2704.43,2670.85,2769.15,2740.33,2709.19,2754.79,2835.33,3169.04
2144,7/27/17,2576.5,2748.91,2704.43,2670.85,2769.15,2740.33,2709.19,2754.79,2835.33,3169.04,3236.12
2145,7/28/17,2748.91,2704.43,2670.85,2769.15,2740.33,2709.19,2754.79,2835.33,3169.04,3236.12,3339.32
2146,7/29/17,2704.43,2670.85,2769.15,2740.33,2709.19,2754.79,2835.33,3169.04,3236.12,3339.32,3413.55
2147,7/30/17,2670.85,2769.15,2740.33,2709.19,2754.79,2835.33,3169.04,3236.12,3339.32,3413.55,3314.69
2148,7/31/17,2769.15,2740.33,2709.19,2754.79,2835.33,3169.04,3236.12,3339.32,3413.55,3314.69,3394.75
2149,8/1/17,2740.33,2709.19,2754.79,2835.33,3169.04,3236.12,3339.32,3413.55,3314.69,3394.75,3511.92
2150,8/2/17,2709.19,2754.79,2835.33,3169.04,3236.12,3339.32,3413.55,3314.69,3394.75,3511.92,3789.13
2151,8/3/17,2754.79,2835.33,3169.04,3236.12,3339.32,3413.55,3314.69,3394.75,3511.92,3789.13,4007.1
2152,8/4/17,2835.33,3169.04,3236.12,3339.32,3413.55,3314.69,3394.75,3511.92,3789.13,4007.1,4210.15
2153,8/5/17,3169.04,3236.12,3339.32,3413.55,3314.69,3394.75,3511.92,3789.13,4007.1,4210.15,4101.45
2154,8/6/17,3236.12,3339.32,3413.55,3314.69,3394.75,3511.92,3789.13,4007.1,4210.15,4101.45,4193.43
2155,8/7/17,3339.32,3413.55,3314.69,3394.75,3511.92,3789.13,4007.1,4210.15,4101.45,4193.43,4338.69
2156,8/8/17,3413.55,3314.69,3394.75,3511.92,3789.13,4007.1,4210.15,4101.45,4193.43,4338.69,4180.17
2157,8/9/17,3314.69,3394.75,3511.92,3789.13,4007.1,4210.15,4101.45,4193.43,4338.69,4180.17,4030.6
2158,8/10/17,3394.75,3511.92,3789.13,4007.1,4210.15,4101.45,4193.43,4338.69,4180.17,4030.6,4054.14
2159,8/11/17,3511.92,3789.13,4007.1,4210.15,4101.45,4193.43,4338.69,4180.17,4030.6,4054.14,4007.74
2160,8/12/17,3789.13,4007.1,4210.15,4101.45,4193.43,4338.69,4180.17,4030.6,4054.14,4007.74,3894.12
2161,8/13/17,4007.1,4210.15,4101.45,4193.43,4338.69,4180.17,4030.6,4054.14,4007.74,3894.12,4146.85
2162,8/14/17,4210.15,4101.45,4193.43,4338.69,4180.17,4030.6,4054.14,4007.74,3894.12,4146.85,4189.5
2163,8/15/17,4101.45,4193.43,4338.69,4180.17,4030.6,4054.14,4007.74,3894.12,4146.85,4189.5,4358.33
2164,8/16/17,4193.43,4338.69,4180.17,4030.6,4054.14,4007.74,3894.12,4146.85,4189.5,4358.33,4303.25
2165,8/17/17,4338.69,4180.17,4030.6,4054.14,4007.74,3894.12,4146.85,4189.5,4358.33,4303.25,4338.63
2166,8/18/17,4180.17,4030.6,4054.14,4007.74,3894.12,4146.85,4189.5,4358.33,4303.25,4338.63,4290.85
2167,8/19/17,4030.6,4054.14,4007.74,3894.12,4146.85,4189.5,4358.33,4303.25,4338.63,4290.85,4502.76
2168,8/20/17,4054.14,4007.74,3894.12,4146.85,4189.5,4358.33,4303.25,4338.63,4290.85,4502.76,4564.26
