,Date,price,day1,day2,day3,day4,day5,day6,day7,day8,day9,day10
286,6/25/12,6.25,6.33,6.54,6.28,6.51,6.53,6.55,6.59,6.57,6.47,6.6
287,6/26/12,6.33,6.54,6.28,6.51,6.53,6.55,6.59,6.57,6.47,6.6,6.52
288,6/27/12,6.54,6.28,6.51,6.53,6.55,6.59,6.57,6.47,6.6,6.52,6.67
289,6/28/12,6.28,6.51,6.53,6.55,6.59,6.57,6.47,6.6,6.52,6.67,6.6
290,6/29/12,6.51,6.53,6.55,6.59,6.57,6.47,6.6,6.52,6.67,6.6,6.79
291,6/30/12,6.53,6.55,6.59,6.57,6.47,6.6,6.52,6.67,6.6,6.79,7.03
292,7/1/12,6.55,6.59,6.57,6.47,6.6,6.52,6.67,6.6,6.79,7.03,7.11
293,7/2/12,6.59,6.57,6.47,6.6,6.52,6.67,6.6,6.79,7.03,7.11,7.18
294,7/3/12,6.57,6.47,6.6,6.52,6.67,6.6,6.79,7.03,7.11,7.18,7.59
295,7/4/12,6.47,6.6,6.52,6.67,6.6,6.79,7.03,7.11,7.18,7.59,7.54
296,7/5/12,6.6,6.52,6.67,6.6,6.79,7.03,7.11,7.18,7.59,7.54,7.5
297,7/6/12,6.52,6.67,6.6,6.79,7.03,7.11,7.18,7.59,7.54,7.5,7.64
298,7/7/12,6.67,6.6,6.79,7.03,7.11,7.18,7.59,7.54,7.5,7.64,8.2
299,7/8/12,6.6,6.79,7.03,7.11,7.18,7.59,7.54,7.5,7.64,8.2,8.73
300,7/9/12,6.79,7.03,7.11,7.18,7.59,7.54,7.5,7.64,8.2,8.73,9.06
301,7/10/12,7.03,7.11,7.18,7.59,7.54,7.5,7.64,8.2,8.73,9.06,8.19
302,7/11/12,7.11,7.18,7.59,7.54,7.5,7.64,8.2,8.73,9.06,8.19,8.63
303,7/12/12,7.18,7.59,7.54,7.5,7.64,8.2,8.73,9.06,8.19,8.63,8.57
304,7/13/12,7.59,7.54,7.5,7.64,8.2,8.73,9.06,8.19,8.63,8.57,8.59
305,7/14/12,7.54,7.5,7.64,8.2,8.73,9.06,8.19,8.63,8.57,8.59,8.58
306,7/15/12,7.5,7.64,8.2,8.73,9.06,8.19,8.63,8.57,8.59,8.58,8.51
307,7/16/12,7.64,8.2,8.73,9.06,8.19,8.63,8.57,8.59,8.58,8.51,8.62
308,7/17/12,8.2,8.73,9.06,8.19,8.63,8.57,8.59,8.58,8.51,8.62,8.86
309,7/18/12,8.73,9.06,8.19,8.63,8.57,8.59,8.58,8.51,8.62,8.86,8.9
310,7/19/12,9.06,8.19,8.63,8.57,8.59,8.58,8.51,8.62,8.86,8.9,8.73
311,7/20/12,8.19,8.63,8.57,8.59,8.58,8.51,8.62,8.86,8.9,8.73,8.7
312,7/21/12,8.63,8.57,8.59,8.58,8.51,8.62,8.86,8.9,8.73,8.7,9.17
313,7/22/12,8.57,8.59,8.58,8.51,8.62,8.86,8.9,8.73,8.7,9.17,9.33
314,7/23/12,8.59,8.58,8.51,8.62,8.86,8.9,8.73,8.7,9.17,9.33,9.58
315,7/24/12,8.58,8.51,8.62,8.86,8.9,8.73,8.7,9.17,9.33,9.58,10.78
316,7/25/12,8.51,8.62,8.86,8.9,8.73,8.7,9.17,9.33,9.58,10.78,10.75
317,7/26/12,8.62,8.86,8.9,8.73,8.7,9.17,9.33,9.58,10.78,10.75,10.45
318,7/27/12,8.86,8.9,8.73,8.7,9.17,9.33,9.58,10.78,10.75,10.45,10.74
319,7/28/12,8.9,8.73,8.7,9.17,9.33,9.58,10.78,10.75,10.45,10.74,10.77
320,7/29/12,8.73,8.7,9.17,9.33,9.58,10.78,10.75,10.45,10.74,10.77,10.9
321,7/30/12,8.7,9.17,9.33,9.58,10.78,10.75,10.45,10.74,10.77,10.9,11.21
322,7/31/12,9.17,9.33,9.58,10.78,10.75,10.45,10.74,10.77,10.9,11.21,11.1
323,8/1/12,9.33,9.58,10.78,10.75,10.45,10.74,10.77,10.9,11.21,11.1,11.32
324,8/2/12,9.58,10.78,10.75,10.45,10.74,10.77,10.9,11.21,11.1,11.32,11.47
325,8/3/12,10.78,10.75,10.45,10.74,10.77,10.9,11.21,11.1,11.32,11.47,11.63
326,8/4/12,10.75,10.45,10.74,10.77,10.9,11.21,11.1,11.32,11.47,11.63,12.05
327,8/5/12,10.45,10.74,10.77,10.9,11.21,11.1,11.32,11.47,11.63,12.05,12.51
328,8/6/12,10.74,10.77,10.9,11.21,11.1,11.32,11.47,11.63,12.05,12.51,13.3
329,8/7/12,10.77,10.9,11.21,11.1,11.32,11.47,11.63,12.05,12.51,13.3,14.25
330,8/8/12,10.9,11.21,11.1,11.32,11.47,11.63,12.05,12.51,13.3,14.25,11.63
331,8/9/12,11.21,11.1,11.32,11.47,11.63,12.05,12.51,13.3,14.25,11.63,8.98
332,8/10/12,11.1,11.32,11.47,11.63,12.05,12.51,13.3,14.25,11.63,8.98,9.06
333,8/11/12,11.32,11.47,11.63,12.05,12.51,13.3,14.25,11.63,8.98,9.06,10.14
334,8/12/12,11.47,11.63,12.05,12.51,13.3,14.25,11.63,8.98,9.06,10.14,10.3
335,8/13/12,11.63,12.05,12.51,13.3,14.25,11.63,8.98,9.06,10.14,10.3,10.0
336,8/14/12,12.05,12.51,13.3,14.25,11.63,8.98,9.06,10.14,10.3,10.0,10.12
337,8/15/12,12.51,13.3,14.25,11.63,8.98,9.06,10.14,10.3,10.0,10.12,10.4
338,8/16/12,13.3,14.25,11.63,8.98,9.06,10.14,10.3,10.0,10.12,10.4,10.48
339,8/17/12,14.25,11.63,8.98,9.06,10.14,10.3,10.0,10.12,10.4,10.48,11.12
340,8/18/12,11.63,8.98,9.06,10.14,10.3,10.0,10.12,10.4,10.48,11.12,10.95
341,8/19/12,8.98,9.06,10.14,10.3,10.0,10.12,10.4,10.48,11.12,10.95,10.78
342,8/20/12,9.06,10.14,10.3,10.0,10.12,10.4,10.48,11.12,10.95,10.78,10.72
343,8/21/12,10.14,10.3,10.0,10.12,10.4,10.48,11.12,10.95,10.78,10.72,10.3
344,8/22/12,10.3,10.0,10.12,10.4,10.48,11.12,10.95,10.78,10.72,10.3,9.97
345,8/23/12,10.0,10.12,10.4,10.48,11.12,10.95,10.78,10.72,10.3,9.97,9.92
346,8/24/12,10.12,10.4,10.48,11.12,10.95,10.78,10.72,10.3,9.97,9.92,10.33
347,8/25/12,10.4,10.48,11.12,10.95,10.78,10.72,10.3,9.97,9.92,10.33,10.32
348,8/26/12,10.48,11.12,10.95,10.78,10.72,10.3,9.97,9.92,10.33,10.32,10.48
349,8/27/12,11.12,10.95,10.78,10.72,10.3,9.97,9.92,10.33,10.32,10.48,10.87
350,8/28/12,10.95,10.78,10.72,10.3,9.97,9.92,10.33,10.32,10.48,10.87,11.01
351,8/29/12,10.78,10.72,10.3,9.97,9.92,10.33,10.32,10.48,10.87,11.01,10.88
352,8/30/12,10.72,10.3,9.97,9.92,10.33,10.32,10.48,10.87,11.01,10.88,10.9
353,8/31/12,10.3,9.97,9.92,10.33,10.32,10.48,10.87,11.01,10.88,10.9,10.9
354,9/1/12,9.97,9.92,10.33,10.32,10.48,10.87,11.01,10.88,10.9,10.9,10.79
355,9/2/12,9.92,10.33,10.32,10.48,10.87,11.01,10.88,10.9,10.9,10.79,11.02
356,9/3/12,10.33,10.32,10.48,10.87,11.01,10.88,10.9,10.9,10.79,11.02,11.27
357,9/4/12,10.32,10.48,10.87,11.01,10.88,10.9,10.9,10.79,11.02,11.27,11.34
358,9/5/12,10.48,10.87,11.01,10.88,10.9,10.9,10.79,11.02,11.27,11.34,11.55
359,9/6/12,10.87,11.01,10.88,10.9,10.9,10.79,11.02,11.27,11.34,11.55,11.67
360,9/7/12,11.01,10.88,10.9,10.9,10.79,11.02,11.27,11.34,11.55,11.67,11.74
361,9/8/12,10.88,10.9,10.9,10.79,11.02,11.27,11.34,11.55,11.67,11.74,11.87
362,9/9/12,10.9,10.9,10.79,11.02,11.27,11.34,11.55,11.67,11.74,11.87,12.31
363,9/10/12,10.9,10.79,11.02,11.27,11.34,11.55,11.67,11.74,11.87,12.31,12.43
364,9/11/12,10.79,11.02,11.27,11.34,11.55,11.67,11.74,11.87,12.31,12.43,12.17
365,9/12/12,11.02,11.27,11.34,11.55,11.67,11.74,11.87,12.31,12.43,12.17,12.07
366,9/13/12,11.27,11.34,11.55,11.67,11.74,11.87,12.31,12.43,12.17,12.07,11.9
367,9/14/12,11.34,11.55,11.67,11.74,11.87,12.31,12.43,12.17,12.07,11.9,11.86
368,9/15/12,11.55,11.67,11.74,11.87,12.31,12.43,12.17,12.07,11.9,11.86,11.89
369,9/16/12,11.67,11.74,11.87,12.31,12.43,12.17,12.07,11.9,11.86,11.89,12.03
370,9/17/12,11.74,11.87,12.31,12.43,12.17,12.07,11.9,11.86,11.89,12.03,12.11
371,9/18/12,11.87,12.31,12.43,12.17,12.07,11.9,11.86,11.89,12.03,12.11,12.03
372,9/19/12,12.31,12.43,12.17,12.07,11.9,11.86,11.89,12.03,12.11,12.03,12.21
373,9/20/12,12.43,12.17,12.07,11.9,11.86,11.89,12.03,12.11,12.03,12.21,12.19
374,9/21/12,12.17,12.07,11.9,11.86,11.89,12.03,12.11,12.03,12.21,12.19,12.02
375,9/22/12,12.07,11.9,11.86,11.89,12.03,12.11,12.03,12.21,12.19,12.02,12.45
376,9/23/12,11.9,11.86,11.89,12.03,12.11,12.03,12.21,12.19,12.02,12.45,12.79
377,9/24/12,11.86,11.89,12.03,12.11,12.03,12.21,12.19,12.02,12.45,12.79,12.7
378,9/25/12,11.89,12.03,12.11,12.03,12.21,12.19,12.02,12.45,12.79,12.7,12.34
379,9/26/12,12.03,12.11,12.03,12.21,12.19,12.02,12.45,12.79,12.7,12.34,12.42
380,9/27/12,12.11,12.03,12.21,12.19,12.02,12.45,12.79,12.7,12.34,12.42,11.99
381,9/28/12,12.03,12.21,12.19,12.02,12.45,12.79,12.7,12.34,12.42,11.99,11.08
382,9/29/12,12.21,12.19,12.02,12.45,12.79,12.7,12.34,12.42,11.99,11.08,11.94
383,9/30/12,12.19,12.02,12.45,12.79,12.7,12.34,12.42,11.99,11.08,11.94,11.98
384,10/1/12,12.02,12.45,12.79,12.7,12.34,12.42,11.99,11.08,11.94,11.98,11.83
385,10/2/12,12.45,12.79,12.7,12.34,12.42,11.99,11.08,11.94,11.98,11.83,12.0
386,10/3/12,12.79,12.7,12.34,12.42,11.99,11.08,11.94,11.98,11.83,12.0,11.91
387,10/4/12,12.7,12.34,12.42,11.99,11.08,11.94,11.98,11.83,12.0,11.91,11.84
388,10/5/12,12.34,12.42,11.99,11.08,11.94,11.98,11.83,12.0,11.91,11.84,11.48
389,10/6/12,12.42,11.99,11.08,11.94,11.98,11.83,12.0,11.91,11.84,11.48,11.61
390,10/7/12,11.99,11.08,11.94,11.98,11.83,12.0,11.91,11.84,11.48,11.61,11.69
391,10/8/12,11.08,11.94,11.98,11.83,12.0,11.91,11.84,11.48,11.61,11.69,11.78
392,10/9/12,11.94,11.98,11.83,12.0,11.91,11.84,11.48,11.61,11.69,11.78,11.72
393,10/10/12,11.98,11.83,12.0,11.91,11.84,11.48,11.61,11.69,11.78,11.72,11.62
394,10/11/12,11.83,12.0,11.91,11.84,11.48,11.61,11.69,11.78,11.72,11.62,11.45
395,10/12/12,12.0,11.91,11.84,11.48,11.61,11.69,11.78,11.72,11.62,11.45,11.48
396,10/13/12,11.91,11.84,11.48,11.61,11.69,11.78,11.72,11.62,11.45,11.48,11.5
397,10/14/12,11.84,11.48,11.61,11.69,11.78,11.72,11.62,11.45,11.48,11.5,11.36
398,10/15/12,11.48,11.61,11.69,11.78,11.72,11.62,11.45,11.48,11.5,11.36,11.02
399,10/16/12,11.61,11.69,11.78,11.72,11.62,11.45,11.48,11.5,11.36,11.02,10.36
400,10/17/12,11.69,11.78,11.72,11.62,11.45,11.48,11.5,11.36,11.02,10.36,9.99
401,10/18/12,11.78,11.72,11.62,11.45,11.48,11.5,11.36,11.02,10.36,9.99,10.52
402,10/19/12,11.72,11.62,11.45,11.48,11.5,11.36,11.02,10.36,9.99,10.52,10.62
403,10/20/12,11.62,11.45,11.48,11.5,11.36,11.02,10.36,9.99,10.52,10.62,10.66
404,10/21/12,11.45,11.48,11.5,11.36,11.02,10.36,9.99,10.52,10.62,10.66,10.84
405,10/22/12,11.48,11.5,11.36,11.02,10.36,9.99,10.52,10.62,10.66,10.84,10.92
406,10/23/12,11.5,11.36,11.02,10.36,9.99,10.52,10.62,10.66,10.84,10.92,10.68
407,10/24/12,11.36,11.02,10.36,9.99,10.52,10.62,10.66,10.84,10.92,10.68,10.55
408,10/25/12,11.02,10.36,9.99,10.52,10.62,10.66,10.84,10.92,10.68,10.55,10.51
409,10/26/12,10.36,9.99,10.52,10.62,10.66,10.84,10.92,10.68,10.55,10.51,10.6
410,10/27/12,9.99,10.52,10.62,10.66,10.84,10.92,10.68,10.55,10.51,10.6,10.64
411,10/28/12,10.52,10.62,10.66,10.84,10.92,10.68,10.55,10.51,10.6,10.64,10.68
412,10/29/12,10.62,10.66,10.84,10.92,10.68,10.55,10.51,10.6,10.64,10.68,10.58
413,10/30/12,10.66,10.84,10.92,10.68,10.55,10.51,10.6,10.64,10.68,10.58,10.77
414,10/31/12,10.84,10.92,10.68,10.55,10.51,10.6,10.64,10.68,10.58,10.77,10.78
415,11/1/12,10.92,10.68,10.55,10.51,10.6,10.64,10.68,10.58,10.77,10.78,10.73
416,11/2/12,10.68,10.55,10.51,10.6,10.64,10.68,10.58,10.77,10.78,10.73,10.85
417,11/3/12,10.55,10.51,10.6,10.64,10.68,10.58,10.77,10.78,10.73,10.85,10.91
418,11/4/12,10.51,10.6,10.64,10.68,10.58,10.77,10.78,10.73,10.85,10.91,10.91
419,11/5/12,10.6,10.64,10.68,10.58,10.77,10.78,10.73,10.85,10.91,10.91,10.97
420,11/6/12,10.64,10.68,10.58,10.77,10.78,10.73,10.85,10.91,10.91,10.97,11.17
421,11/7/12,10.68,10.58,10.77,10.78,10.73,10.85,10.91,10.91,10.97,11.17,11.54
422,11/8/12,10.58,10.77,10.78,10.73,10.85,10.91,10.91,10.97,11.17,11.54,11.47
423,11/9/12,10.77,10.78,10.73,10.85,10.91,10.91,10.97,11.17,11.54,11.47,11.37
424,11/10/12,10.78,10.73,10.85,10.91,10.91,10.97,11.17,11.54,11.47,11.37,11.6
425,11/11/12,10.73,10.85,10.91,10.91,10.97,11.17,11.54,11.47,11.37,11.6,11.52
426,11/12/12,10.85,10.91,10.91,10.97,11.17,11.54,11.47,11.37,11.6,11.52,11.81
427,11/13/12,10.91,10.91,10.97,11.17,11.54,11.47,11.37,11.6,11.52,11.81,12.06
428,11/14/12,10.91,10.97,11.17,11.54,11.47,11.37,11.6,11.52,11.81,12.06,12.17
429,11/15/12,10.97,11.17,11.54,11.47,11.37,11.6,11.52,11.81,12.06,12.17,12.29
430,11/16/12,11.17,11.54,11.47,11.37,11.6,11.52,11.81,12.06,12.17,12.29,12.22
431,11/17/12,11.54,11.47,11.37,11.6,11.52,11.81,12.06,12.17,12.29,12.22,11.99
432,11/18/12,11.47,11.37,11.6,11.52,11.81,12.06,12.17,12.29,12.22,11.99,12.16
433,11/19/12,11.37,11.6,11.52,11.81,12.06,12.17,12.29,12.22,11.99,12.16,12.28
434,11/20/12,11.6,11.52,11.81,12.06,12.17,12.29,12.22,11.99,12.16,12.28,12.34
435,11/21/12,11.52,11.81,12.06,12.17,12.29,12.22,11.99,12.16,12.28,12.34,12.4
436,11/22/12,11.81,12.06,12.17,12.29,12.22,11.99,12.16,12.28,12.34,12.4,12.37
437,11/23/12,12.06,12.17,12.29,12.22,11.99,12.16,12.28,12.34,12.4,12.37,12.44
438,11/24/12,12.17,12.29,12.22,11.99,12.16,12.28,12.34,12.4,12.37,12.44,12.71
439,11/25/12,12.29,12.22,11.99,12.16,12.28,12.34,12.4,12.37,12.44,12.71,13.12
440,11/26/12,12.22,11.99,12.16,12.28,12.34,12.4,12.37,12.44,12.71,13.12,13.28
441,11/27/12,11.99,12.16,12.28,12.34,12.4,12.37,12.44,12.71,13.12,13.28,13.33
442,11/28/12,12.16,12.28,12.34,12.4,12.37,12.44,12.71,13.12,13.28,13.33,13.33
443,11/29/12,12.28,12.34,12.4,12.37,12.44,12.71,13.12,13.28,13.33,13.33,13.2
444,11/30/12,12.34,12.4,12.37,12.44,12.71,13.12,13.28,13.33,13.33,13.2,13.25
445,12/1/12,12.4,12.37,12.44,12.71,13.12,13.28,13.33,13.33,13.2,13.25,13.32
446,12/2/12,12.37,12.44,12.71,13.12,13.28,13.33,13.33,13.2,13.25,13.32,13.4
447,12/3/12,12.44,12.71,13.12,13.28,13.33,13.33,13.2,13.25,13.32,13.4,13.34
448,12/4/12,12.71,13.12,13.28,13.33,13.33,13.2,13.25,13.32,13.4,13.34,13.67
449,12/5/12,13.12,13.28,13.33,13.33,13.2,13.25,13.32,13.4,13.34,13.67,13.33
450,12/6/12,13.28,13.33,13.33,13.2,13.25,13.32,13.4,13.34,13.67,13.33,13.34
451,12/7/12,13.33,13.33,13.2,13.25,13.32,13.4,13.34,13.67,13.33,13.34,13.04
452,12/8/12,13.33,13.2,13.25,13.32,13.4,13.34,13.67,13.33,13.34,13.04,13.03
453,12/9/12,13.2,13.25,13.32,13.4,13.34,13.67,13.33,13.34,13.04,13.03,13.21
454,12/10/12,13.25,13.32,13.4,13.34,13.67,13.33,13.34,13.04,13.03,13.21,13.3
455,12/11/12,13.32,13.4,13.34,13.67,13.33,13.34,13.04,13.03,13.21,13.3,13.25
456,12/12/12,13.4,13.34,13.67,13.33,13.34,13.04,13.03,13.21,13.3,13.25,13.23
457,12/13/12,13.34,13.67,13.33,13.34,13.04,13.03,13.21,13.3,13.25,13.23,13.13
458,12/14/12,13.67,13.33,13.34,13.04,13.03,13.21,13.3,13.25,13.23,13.13,13.1
459,12/15/12,13.33,13.34,13.04,13.03,13.21,13.3,13.25,13.23,13.13,13.1,13.15
460,12/16/12,13.34,13.04,13.03,13.21,13.3,13.25,13.23,13.13,13.1,13.15,13.06
461,12/17/12,13.04,13.03,13.21,13.3,13.25,13.23,13.13,13.1,13.15,13.06,13.08
462,12/18/12,13.03,13.21,13.3,13.25,13.23,13.13,13.1,13.15,13.06,13.08,13.15
463,12/19/12,13.21,13.3,13.25,13.23,13.13,13.1,13.15,13.06,13.08,13.15,13.22
464,12/20/12,13.3,13.25,13.23,13.13,13.1,13.15,13.06,13.08,13.15,13.22,13.23
465,12/21/12,13.25,13.23,13.13,13.1,13.15,13.06,13.08,13.15,13.22,13.23,13.17
466,12/22/12,13.23,13.13,13.1,13.15,13.06,13.08,13.15,13.22,13.23,13.17,13.01
467,12/23/12,13.13,13.1,13.15,13.06,13.08,13.15,13.22,13.23,13.17,13.01,13.1
468,12/24/12,13.1,13.15,13.06,13.08,13.15,13.22,13.23,13.17,13.01,13.1,13.13
469,12/25/12,13.15,13.06,13.08,13.15,13.22,13.23,13.17,13.01,13.1,13.13,13.1
470,12/26/12,13.06,13.08,13.15,13.22,13.23,13.17,13.01,13.1,13.13,13.1,13.13
471,12/27/12,13.08,13.15,13.22,13.23,13.17,13.01,13.1,13.13,13.1,13.13,13.1
472,12/28/12,13.15,13.22,13.23,13.17,13.01,13.1,13.13,13.1,13.13,13.1,13.15
473,12/29/12,13.22,13.23,13.17,13.01,13.1,13.13,13.1,13.13,13.1,13.15,13.34
474,12/30/12,13.23,13.17,13.01,13.1,13.13,13.1,13.13,13.1,13.15,13.34,13.42
475,12/31/12,13.17,13.01,13.1,13.13,13.1,13.13,13.1,13.15,13.34,13.42,13.8
476,1/1/13,13.01,13.1,13.13,13.1,13.13,13.1,13.15,13.34,13.42,13.8,13.98
477,1/2/13,13.1,13.13,13.1,13.13,13.1,13.15,13.34,13.42,13.8,13.98,13.94
478,1/3/13,13.13,13.1,13.13,13.1,13.15,13.34,13.42,13.8,13.98,13.94,13.74
479,1/4/13,13.1,13.13,13.1,13.15,13.34,13.42,13.8,13.98,13.94,13.74,13.95
480,1/5/13,13.13,13.1,13.15,13.34,13.42,13.8,13.98,13.94,13.74,13.95,14.14
481,1/6/13,13.1,13.15,13.34,13.42,13.8,13.98,13.94,13.74,13.95,14.14,14.4
482,1/7/13,13.15,13.34,13.42,13.8,13.98,13.94,13.74,13.95,14.14,14.4,14.95
483,1/8/13,13.34,13.42,13.8,13.98,13.94,13.74,13.95,14.14,14.4,14.95,15.47
484,1/9/13,13.42,13.8,13.98,13.94,13.74,13.95,14.14,14.4,14.95,15.47,15.4
485,1/10/13,13.8,13.98,13.94,13.74,13.95,14.14,14.4,14.95,15.47,15.4,15.52
486,1/11/13,13.98,13.94,13.74,13.95,14.14,14.4,14.95,15.47,15.4,15.52,16.3
487,1/12/13,13.94,13.74,13.95,14.14,14.4,14.95,15.47,15.4,15.52,16.3,17.22
488,1/13/13,13.74,13.95,14.14,14.4,14.95,15.47,15.4,15.52,16.3,17.22,17.28
489,1/14/13,13.95,14.14,14.4,14.95,15.47,15.4,15.52,16.3,17.22,17.28,18.09
490,1/15/13,14.14,14.4,14.95,15.47,15.4,15.52,16.3,17.22,17.28,18.09,17.1
491,1/16/13,14.4,14.95,15.47,15.4,15.52,16.3,17.22,17.28,18.09,17.1,17.05
492,1/17/13,14.95,15.47,15.4,15.52,16.3,17.22,17.28,18.09,17.1,17.05,17.46
493,1/18/13,15.47,15.4,15.52,16.3,17.22,17.28,18.09,17.1,17.05,17.46,18.03
494,1/19/13,15.4,15.52,16.3,17.22,17.28,18.09,17.1,17.05,17.46,18.03,19.17
495,1/20/13,15.52,16.3,17.22,17.28,18.09,17.1,17.05,17.46,18.03,19.17,19.11
496,1/21/13,16.3,17.22,17.28,18.09,17.1,17.05,17.46,18.03,19.17,19.11,20.09
497,1/22/13,17.22,17.28,18.09,17.1,17.05,17.46,18.03,19.17,19.11,20.09,20.58
498,1/23/13,17.28,18.09,17.1,17.05,17.46,18.03,19.17,19.11,20.09,20.58,19.67
499,1/24/13,18.09,17.1,17.05,17.46,18.03,19.17,19.11,20.09,20.58,19.67,20.18
500,1/25/13,17.1,17.05,17.46,18.03,19.17,19.11,20.09,20.58,19.67,20.18,20.43
501,1/26/13,17.05,17.46,18.03,19.17,19.11,20.09,20.58,19.67,20.18,20.43,20.4
502,1/27/13,17.46,18.03,19.17,19.11,20.09,20.58,19.67,20.18,20.43,20.4,20.79
503,1/28/13,18.03,19.17,19.11,20.09,20.58,19.67,20.18,20.43,20.4,20.79,21.26
504,1/29/13,19.17,19.11,20.09,20.58,19.67,20.18,20.43,20.4,20.79,21.26,22.29
505,1/30/13,19.11,20.09,20.58,19.67,20.18,20.43,20.4,20.79,21.26,22.29,22.7
506,1/31/13,20.09,20.58,19.67,20.18,20.43,20.4,20.79,21.26,22.29,22.7,23.42
507,2/1/13,20.58,19.67,20.18,20.43,20.4,20.79,21.26,22.29,22.7,23.42,23.63
508,2/2/13,19.67,20.18,20.43,20.4,20.79,21.26,22.29,22.7,23.42,23.63,24.95
509,2/3/13,20.18,20.43,20.4,20.79,21.26,22.29,22.7,23.42,23.63,24.95,25.56
510,2/4/13,20.43,20.4,20.79,21.26,22.29,22.7,23.42,23.63,24.95,25.56,25.29
511,2/5/13,20.4,20.79,21.26,22.29,22.7,23.42,23.63,24.95,25.56,25.29,27.16
512,2/6/13,20.79,21.26,22.29,22.7,23.42,23.63,24.95,25.56,25.29,27.16,27.09
513,2/7/13,21.26,22.29,22.7,23.42,23.63,24.95,25.56,25.29,27.16,27.09,26.22
514,2/8/13,22.29,22.7,23.42,23.63,24.95,25.56,25.29,27.16,27.09,26.22,26.67
515,2/9/13,22.7,23.42,23.63,24.95,25.56,25.29,27.16,27.09,26.22,26.67,28.22
516,2/10/13,23.42,23.63,24.95,25.56,25.29,27.16,27.09,26.22,26.67,28.22,29.63
517,2/11/13,23.63,24.95,25.56,25.29,27.16,27.09,26.22,26.67,28.22,29.63,29.91
518,2/12/13,24.95,25.56,25.29,27.16,27.09,26.22,26.67,28.22,29.63,29.91,30.51
519,2/13/13,25.56,25.29,27.16,27.09,26.22,26.67,28.22,29.63,29.91,30.51,28.97
520,2/14/13,25.29,27.16,27.09,26.22,26.67,28.22,29.63,29.91,30.51,28.97,29.77
521,2/15/13,27.16,27.09,26.22,26.67,28.22,29.63,29.91,30.51,28.97,29.77,30.24
522,2/16/13,27.09,26.22,26.67,28.22,29.63,29.91,30.51,28.97,29.77,30.24,30.94
523,2/17/13,26.22,26.67,28.22,29.63,29.91,30.51,28.97,29.77,30.24,30.94,31.2
524,2/18/13,26.67,28.22,29.63,29.91,30.51,28.97,29.77,30.24,30.94,31.2,33.1
525,2/19/13,28.22,29.63,29.91,30.51,28.97,29.77,30.24,30.94,31.2,33.1,34.1
526,2/20/13,29.63,29.91,30.51,28.97,29.77,30.24,30.94,31.2,33.1,34.1,34.13
527,2/21/13,29.91,30.51,28.97,29.77,30.24,30.94,31.2,33.1,34.1,34.13,34.17
528,2/22/13,30.51,28.97,29.77,30.24,30.94,31.2,33.1,34.1,34.13,34.17,35.39
529,2/23/13,28.97,29.77,30.24,30.94,31.2,33.1,34.1,34.13,34.17,35.39,39.38
530,2/24/13,29.77,30.24,30.94,31.2,33.1,34.1,34.13,34.17,35.39,39.38,46.39
531,2/25/13,30.24,30.94,31.2,33.1,34.1,34.13,34.17,35.39,39.38,46.39,40.36
532,2/26/13,30.94,31.2,33.1,34.1,34.13,34.17,35.39,39.38,46.39,40.36,42.81
533,2/27/13,31.2,33.1,34.1,34.13,34.17,35.39,39.38,46.39,40.36,42.81,44.3
534,2/28/13,33.1,34.1,34.13,34.17,35.39,39.38,46.39,40.36,42.81,44.3,46.29
535,3/1/13,34.1,34.13,34.17,35.39,39.38,46.39,40.36,42.81,44.3,46.29,47.25
536,3/2/13,34.13,34.17,35.39,39.38,46.39,40.36,42.81,44.3,46.29,47.25,43.31
537,3/3/13,34.17,35.39,39.38,46.39,40.36,42.81,44.3,46.29,47.25,43.31,46.2
538,3/4/13,35.39,39.38,46.39,40.36,42.81,44.3,46.29,47.25,43.31,46.2,47.39
539,3/5/13,39.38,46.39,40.36,42.81,44.3,46.29,47.25,43.31,46.2,47.39,47.1
540,3/6/13,46.39,40.36,42.81,44.3,46.29,47.25,43.31,46.2,47.39,47.1,46.81
541,3/7/13,40.36,42.81,44.3,46.29,47.25,43.31,46.2,47.39,47.1,46.81,46.99
542,3/8/13,42.81,44.3,46.29,47.25,43.31,46.2,47.39,47.1,46.81,46.99,48.14
543,3/9/13,44.3,46.29,47.25,43.31,46.2,47.39,47.1,46.81,46.99,48.14,55.28
544,3/10/13,46.29,47.25,43.31,46.2,47.39,47.1,46.81,46.99,48.14,55.28,61.92
545,3/11/13,47.25,43.31,46.2,47.39,47.1,46.81,46.99,48.14,55.28,61.92,70.67
546,3/12/13,43.31,46.2,47.39,47.1,46.81,46.99,48.14,55.28,61.92,70.67,70.66
547,3/13/13,46.2,47.39,47.1,46.81,46.99,48.14,55.28,61.92,70.67,70.66,61.07
548,3/14/13,47.39,47.1,46.81,46.99,48.14,55.28,61.92,70.67,70.66,61.07,68.78
549,3/15/13,47.1,46.81,46.99,48.14,55.28,61.92,70.67,70.66,61.07,68.78,73.22
550,3/16/13,46.81,46.99,48.14,55.28,61.92,70.67,70.66,61.07,68.78,73.22,79.54
551,3/17/13,46.99,48.14,55.28,61.92,70.67,70.66,61.07,68.78,73.22,79.54,86.99
552,3/18/13,48.14,55.28,61.92,70.67,70.66,61.07,68.78,73.22,79.54,86.99,90.11
553,3/19/13,55.28,61.92,70.67,70.66,61.07,68.78,73.22,79.54,86.99,90.11,89.86
